,brand,category,rating,number_of_reviews,love,price,online_only,exclusive,limited_edition,price_box,category_map,brand_encoding,online_only_No,online_only_Yes,exclusive_No,exclusive_Yes,limited_edition_No,limited_edition_Yes,rating_map
61,Armani Beauty,Perfume,0.0,-0.2535211267605634,-0.3656207366984993,126.0,No,No,No,10.831111229874148,3,39,1,0,1,0,1,0,1
62,Armani Beauty,Cologne,4.5,2.8450704225352115,-0.2827908789709608,72.0,No,No,No,8.651025360870298,2,39,1,0,1,0,1,0,1
63,Armani Beauty,Perfume,4.5,-0.1314553990610328,-0.1948937828883258,58.0,No,No,No,7.901441522764385,3,39,1,0,1,0,1,0,1
64,Armani Beauty,Cologne,4.5,3.0985915492957745,-0.0389787565776651,79.0,No,No,No,8.987791050934973,2,39,1,0,1,0,1,0,1
65,Armani Beauty,Perfume,4.5,0.0093896713615023,0.2143831611771584,78.0,No,No,No,8.940999128028045,3,39,1,0,1,0,1,0,1
66,Armani Beauty,Cologne,4.5,-0.2253521126760563,-0.3831611771584486,100.0,No,No,No,9.886487181936577,2,39,1,0,1,0,1,0,1
67,Armani Beauty,Cologne,5.0,-0.2065727699530516,-0.3434028454492301,95.0,No,No,No,9.685517901520962,2,39,1,0,1,0,1,0,1
68,Armani Beauty,Cologne Gift Sets,0.0,-0.2535211267605634,-0.4275969596569869,130.0,No,No,Yes,10.963919948435288,4,39,1,0,1,0,0,1,1
69,Atelier Cologne,Fragrance,5.0,-0.244131455399061,0.2728512960436562,55.0,No,Yes,Yes,7.72460071065679,0,72,1,0,0,1,0,1,1
70,Atelier Cologne,Perfume,4.5,3.352112676056338,3.098811147924381,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
71,Atelier Cologne,Perfume,4.0,4.460093896713615,3.31319430910154,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
72,Atelier Cologne,Perfume,4.0,3.671361502347418,2.8649386084583903,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
73,Atelier Cologne,Perfume,4.0,0.6854460093896714,0.4092769440654843,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
74,Atelier Cologne,Fragrance,5.0,-0.244131455399061,-0.2572597934125901,24.0,No,Yes,No,5.297579160743061,0,72,1,0,0,1,1,0,1
75,Atelier Cologne,Perfume,4.0,0.5539906103286385,0.6431494835314754,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
76,Atelier Cologne,Perfume,4.5,0.647887323943662,0.4287663223543169,140.0,No,Yes,No,11.283835753642643,3,72,1,0,0,1,1,0,1
77,Atelier Cologne,Perfume Gift Sets,0.0,-0.2535211267605634,-0.3886182030793217,80.0,Yes,Yes,Yes,9.034169117693915,1,72,0,1,0,1,0,1,1
78,Atelier Cologne,Perfume,4.5,-0.1971830985915492,-0.1754044045994932,140.0,No,Yes,No,11.283835753642643,3,72,1,0,0,1,1,0,1
79,Atelier Cologne,Perfume Gift Sets,5.0,-0.2253521126760563,-0.2385499902553108,135.0,Yes,Yes,Yes,11.12595725714876,1,72,0,1,0,1,0,1,1
80,Atelier Cologne,Perfume Gift Sets,4.5,-0.2347417840375587,-0.2810368349249659,135.0,Yes,Yes,Yes,11.12595725714876,1,72,0,1,0,1,0,1,1
81,Atelier Cologne,Perfume,4.5,0.1220657276995305,-0.1754044045994932,140.0,No,Yes,No,11.283835753642643,3,72,1,0,0,1,1,0,1
82,Atelier Cologne,Perfume Gift Sets,4.5,-0.2253521126760563,-0.1948937828883258,78.0,Yes,No,Yes,8.940999128028045,1,72,0,1,1,0,0,1,1
83,Atelier Cologne,Perfume Gift Sets,0.0,-0.2535211267605634,-0.3617228610407328,80.0,Yes,Yes,Yes,9.034169117693915,1,72,0,1,0,1,0,1,1
84,Atelier Cologne,Perfume Gift Sets,0.0,-0.2535211267605634,-0.3835509647242253,80.0,Yes,Yes,Yes,9.034169117693915,1,72,0,1,0,1,0,1,1
85,Atelier Cologne,Perfume,4.5,0.3755868544600939,0.0,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
86,Atelier Cologne,Perfume,4.0,0.5821596244131455,0.1169362697329955,140.0,No,Yes,No,11.283835753642643,3,72,1,0,0,1,1,0,1
87,Atelier Cologne,Perfume Gift Sets,0.0,-0.2535211267605634,-0.4018709803157279,80.0,Yes,Yes,Yes,9.034169117693915,1,72,0,1,0,1,0,1,1
88,Atelier Cologne,Perfume,4.5,-0.2253521126760563,-0.3120249464042097,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
89,Atelier Cologne,Perfume,4.0,-0.0469483568075117,-0.1169362697329955,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
90,Atelier Cologne,Perfume Gift Sets,0.0,-0.2535211267605634,-0.4238939777821087,140.0,Yes,Yes,No,11.283835753642643,1,72,0,1,0,1,1,0,1
91,Atelier Cologne,Perfume,4.5,-0.1408450704225352,-0.1948937828883258,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
92,Atelier Cologne,Perfume,4.0,-0.1126760563380281,-0.1754044045994932,275.0,Yes,No,No,14.548180849193407,3,72,0,1,1,0,1,0,1
93,Atelier Cologne,Perfume,4.0,0.3943661971830985,0.5262132137984799,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
94,Atelier Cologne,Perfume Gift Sets,0.0,-0.2535211267605634,-0.4240888715649971,80.0,Yes,Yes,No,9.034169117693915,1,72,0,1,0,1,1,0,1
95,Atelier Cologne,Perfume Gift Sets,5.0,-0.244131455399061,-0.3361917754823621,135.0,Yes,Yes,Yes,11.12595725714876,1,72,0,1,0,1,0,1,1
96,Atelier Cologne,Perfume,5.0,-0.215962441314554,-0.0389787565776651,80.0,No,Yes,No,9.034169117693915,3,72,1,0,0,1,1,0,1
97,Atelier Cologne,Perfume,4.5,0.3474178403755869,0.2143831611771584,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
98,Atelier Cologne,Perfume,5.0,-0.244131455399061,-0.2829857727538492,275.0,Yes,No,No,14.548180849193407,3,72,0,1,1,0,1,0,1
99,Atelier Cologne,Perfume,4.5,0.0187793427230046,-0.2504385110114987,275.0,No,No,No,14.548180849193407,3,72,1,0,1,0,1,0,1
100,Atelier Cologne,Perfume,4.5,-0.1502347417840375,-0.2490742545312804,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
101,Atelier Cologne,Perfume,4.0,-0.1877934272300469,-0.3067628142662249,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
102,Atelier Cologne,Perfume,4.0,-0.1596244131455399,-0.1948937828883258,150.0,No,No,No,11.58809224176199,3,72,1,0,1,0,1,0,1
103,Atelier Cologne,Perfume,3.5,-0.1314553990610328,-0.1948937828883258,140.0,No,No,No,11.283835753642643,3,72,1,0,1,0,1,0,1
104,BALENCIAGA,Perfume,4.5,3.126760563380281,1.7345546677061,107.0,No,No,No,10.156321937926906,3,59,1,0,1,0,1,0,1
105,BALENCIAGA,Perfume,4.5,1.107981220657277,0.9354901578639642,117.0,No,No,No,10.521090218290176,3,59,1,0,1,0,1,0,1
106,BERDOUES,Perfume,4.5,0.0187793427230046,-0.0584681348664977,88.0,No,No,No,9.391288728612432,3,36,1,0,1,0,1,0,1
107,BERDOUES,Perfume Gift Sets,4.5,0.0375586854460093,-0.0584681348664977,22.0,Yes,Yes,No,5.076002742512173,1,36,0,1,0,1,1,0,1
108,BERDOUES,Perfume,4.5,0.028169014084507,0.0974468914441629,88.0,No,No,No,9.391288728612432,3,36,1,0,1,0,1,0,1
109,BERDOUES,Perfume,4.5,-0.1596244131455399,-0.3340479438705905,88.0,Yes,No,No,9.391288728612432,3,36,0,1,1,0,1,0,1
110,BERDOUES,Perfume,4.5,-0.0469483568075117,0.0779575131553303,88.0,No,No,No,9.391288728612432,3,36,1,0,1,0,1,0,1
111,BERDOUES,Perfume,3.0,-0.1971830985915492,-0.2944845059442604,88.0,No,No,No,9.391288728612432,3,36,1,0,1,0,1,0,1
112,BERDOUES,Perfume,4.0,-0.2253521126760563,-0.2582342623270318,25.0,Yes,Yes,No,5.403531282328869,3,36,0,1,0,1,1,0,1
113,BERDOUES,Perfume,4.5,-0.2065727699530516,-0.2638861820307932,88.0,No,No,No,9.391288728612432,3,36,1,0,1,0,1,0,1
114,BERDOUES,Perfume,4.5,-0.2253521126760563,-0.3018904696940168,88.0,No,No,No,9.391288728612432,3,36,1,0,1,0,1,0,1
115,BERDOUES,Perfume,4.0,-0.1690140845070422,-0.233872539465991,88.0,No,No,No,9.391288728612432,3,36,1,0,1,0,1,0,1
116,BERDOUES,Perfume,3.5,-0.2065727699530516,-0.2143831611771584,88.0,No,No,No,9.391288728612432,3,36,1,0,1,0,1,0,1
117,Bobbi Brown,Perfume,4.0,3.633802816901409,1.754044045994933,79.0,No,No,No,8.987791050934973,3,27,1,0,1,0,1,0,1
118,BURBERRY,Perfume,4.5,0.676056338028169,1.1693626973299551,97.0,No,No,No,9.766776201471876,3,32,1,0,1,0,1,0,1
119,BURBERRY,Perfume Gift Sets,5.0,-0.2253521126760563,-0.233872539465991,136.0,Yes,No,Yes,11.157857313687568,1,32,0,1,1,0,0,1,1
120,BURBERRY,Perfume,4.5,2.262910798122065,3.2157474176573766,99.0,No,No,No,9.846867029289216,3,32,1,0,1,0,1,0,1
121,BURBERRY,Perfume Gift Sets,3.5,-0.1877934272300469,0.233872539465991,29.0,No,No,No,5.79980421045907,1,32,1,0,1,0,1,0,1
122,BURBERRY,Perfume,4.5,2.9107981220657275,1.9684272071720912,85.0,No,No,No,9.260148490029655,3,32,1,0,1,0,1,0,1
123,BURBERRY,Perfume,4.5,-0.1877934272300469,-0.2143831611771584,80.0,No,No,No,9.034169117693915,3,32,1,0,1,0,1,0,1
124,BURBERRY,Perfume,4.5,1.0892018779342725,1.598129019684272,99.0,No,No,No,9.846867029289216,3,32,1,0,1,0,1,0,1
125,BURBERRY,Cologne,5.0,1.0328638497652582,0.0584681348664977,66.0,No,No,No,8.343558863768457,2,32,1,0,1,0,1,0,1
126,BURBERRY,Cologne,5.0,-0.1690140845070422,-0.1169362697329955,99.0,No,No,No,9.846867029289216,2,32,1,0,1,0,1,0,1
127,BURBERRY,Perfume,4.5,1.3427230046948355,1.6371077762619373,99.0,No,No,No,9.846867029289216,3,32,1,0,1,0,1,0,1
128,BURBERRY,Perfume,4.5,4.967136150234742,2.4166829078152405,60.0,No,No,No,8.01579744448119,3,32,1,0,1,0,1,0,1
129,BURBERRY,Perfume,4.0,1.2394366197183098,-0.3307347495614889,103.0,Yes,No,No,10.003703589789698,3,32,0,1,1,0,1,0,1
130,BURBERRY,Perfume,4.5,0.1032863849765258,0.2143831611771584,85.0,No,No,No,9.260148490029655,3,32,1,0,1,0,1,0,1
131,BURBERRY,Cologne,5.0,0.5915492957746479,-0.0779575131553303,80.0,No,No,No,9.034169117693915,2,32,1,0,1,0,1,0,1
132,BURBERRY,Perfume,4.5,2.131455399061033,0.4287663223543169,102.0,No,No,No,9.964900870787623,3,32,1,0,1,0,1,0,1
133,BURBERRY,Perfume Gift Sets,0.0,-0.2535211267605634,-0.3106606899239914,105.0,No,No,Yes,10.080522838937371,1,32,1,0,1,0,0,1,1
134,BURBERRY,Cologne,5.0,-0.1784037558685446,-0.2597934125901384,71.0,No,No,No,8.601063404203895,2,32,1,0,1,0,1,0,1
135,BURBERRY,Cologne,5.0,0.0845070422535211,0.0,71.0,No,No,No,8.601063404203895,2,32,1,0,1,0,1,0,1
136,BURBERRY,Cologne,5.0,0.1126760563380281,-0.0974468914441629,66.0,No,No,No,8.343558863768457,2,32,1,0,1,0,1,0,1
137,BURBERRY,Cologne,4.5,0.6666666666666666,-0.0974468914441629,84.0,No,No,No,9.215713848773868,2,32,1,0,1,0,1,0,1
138,BURBERRY,Perfume,5.0,-0.1971830985915492,-0.4287663223543169,30.0,Yes,No,No,5.892806489984965,3,32,0,1,1,0,1,0,1
139,BURBERRY,Cologne,4.5,-0.2065727699530516,-0.339699863574352,84.0,No,No,No,9.215713848773868,2,32,1,0,1,0,1,0,1
140,BVLGARI,Perfume,4.5,1.7652582159624413,2.221789124926915,98.0,No,No,No,9.806965006640148,3,46,1,0,1,0,1,0,1
141,BVLGARI,Perfume,4.5,4.197183098591549,3.020853634769051,86.0,No,No,No,9.304217753435424,3,46,1,0,1,0,1,0,1
142,BVLGARI,Cologne,5.0,-0.1220657276995305,-0.1169362697329955,86.0,No,No,No,9.304217753435424,2,46,1,0,1,0,1,0,1
143,BVLGARI,Cologne,5.0,0.0375586854460093,0.2143831611771584,94.0,No,No,No,9.64443787350625,2,46,1,0,1,0,1,0,1
144,BVLGARI,Perfume,4.5,1.107981220657277,0.662638861820308,162.0,Yes,No,No,11.934956229423438,3,46,0,1,1,0,1,0,1
145,BVLGARI,Perfume,4.5,1.4460093896713615,1.2278308321964528,86.0,No,No,No,9.304217753435424,3,46,1,0,1,0,1,0,1
146,BVLGARI,Perfume,3.5,-0.056338028169014,-0.0974468914441629,86.0,No,No,No,9.304217753435424,3,46,1,0,1,0,1,0,1
147,BVLGARI,Cologne,5.0,-0.0845070422535211,-0.2886376924576106,72.0,No,No,No,8.651025360870298,2,46,1,0,1,0,1,0,1
148,BVLGARI,Perfume,1.0,-0.244131455399061,-0.3200155915026311,114.0,Yes,No,No,10.414036550325743,3,46,0,1,1,0,1,0,0
149,BVLGARI,Cologne,4.5,-0.1877934272300469,-0.3393100760085753,113.0,Yes,No,No,10.377912920217971,2,46,0,1,1,0,1,0,1
150,BVLGARI,Cologne,5.0,0.3474178403755869,0.0,94.0,No,No,No,9.64443787350625,2,46,1,0,1,0,1,0,1
151,BVLGARI,Perfume Gift Sets,4.0,-0.215962441314554,-0.2664198012083414,71.0,Yes,No,Yes,8.601063404203895,1,46,0,1,1,0,0,1,1
152,BVLGARI,Cologne,0.0,-0.2535211267605634,-0.4190216332099006,113.0,Yes,No,No,10.377912920217971,2,46,0,1,1,0,1,0,1
