,MAE,MSE,RMSE,R2,set,modelo
0,1.0480100588709182,2.1873371714220893,1.4789648986443489,0.48947934075406496,test,Linear Regresion
1,1.062520540981153,2.169731046326174,1.4730006946115721,0.4578066034481658,train,Linear Regresion
