,brand,category,size,rating,number_of_reviews,love,price,online_only,exclusive,limited_edition,price_box
249,CLEAN RESERVE,Perfume,3.4 oz/ 101 mL,4.0,116,3500,98.0,No,No,No,9.806965006640148
250,CLEAN RESERVE,Perfume,2oz/60mL,3.5,252,5400,74.0,No,No,No,8.749506568302204
251,CLEAN RESERVE,Perfume,2oz/60mL,4.0,220,4000,74.0,No,No,No,8.749506568302204
252,CLEAN RESERVE,Perfume,2oz/60mL,4.0,151,3100,74.0,No,No,No,8.749506568302204
253,CLEAN RESERVE,Perfume,3.4 oz/ 101 mL,4.0,61,3400,98.0,No,No,No,9.806965006640148
254,CLEAN RESERVE,Perfume Gift Sets,2 x 0.17 oz/ 5 mL,4.0,8,1500,20.0,No,Yes,Yes,4.839800743255356
255,CLEAN RESERVE,Perfume,2oz/60mL,4.5,13,2100,74.0,No,No,No,8.749506568302204
256,CLEAN RESERVE,Perfume,2oz/60mL,4.0,31,3600,74.0,No,No,No,8.749506568302204
257,CLEAN RESERVE,Perfume,2oz/60mL,4.5,24,2100,74.0,No,No,No,8.749506568302204
258,CLEAN RESERVE,Perfume,0.34 oz/ 10 mL,4.5,35,2300,24.0,No,No,No,5.297579160743061
259,CLEAN RESERVE,Perfume,2oz/60mL,4.5,15,1400,74.0,No,No,No,8.749506568302204
260,CLEAN RESERVE,Perfume,2oz/60mL ,4.5,6,673,68.0,Yes,No,No,8.448150593342275
261,CLEAN RESERVE,Perfume,1 oz/ 30 mL,3.5,7,650,44.0,No,No,Yes,7.011452756585834
262,CLEAN RESERVE,Cologne,2.14 oz/ 60 mL,4.5,7,431,72.0,Yes,No,No,8.651025360870298
263,CLEAN RESERVE,Perfume,3.4 oz/ 101 mL,4.5,16,1800,98.0,No,No,No,9.806965006640148
264,CLEAN RESERVE,Perfume,no size,4.5,14,1200,98.0,No,Yes,No,9.806965006640148
265,CLINIQUE,Perfume,1.7 oz/ 50 mL,4.5,630,15500,53.0,No,No,No,7.6029110335884
266,CLINIQUE,Perfume,1.7 oz/ 50 mL,5.0,4,1400,53.0,Yes,No,No,7.6029110335884
267,CLINIQUE,Perfume,1.7 oz/ 50 mL,4.0,62,2100,55.5,No,No,No,7.754536515778371
268,CLINIQUE,Cologne,1.7 oz/ 50 mL,5.0,78,1900,52.0,No,No,No,7.540854407524989
269,CLINIQUE,Perfume Gift Sets,no size,0.0,0,81,55.0,Yes,No,Yes,7.72460071065679
270,CLINIQUE,Perfume,3.4 oz/ 100 mL,4.5,187,2200,77.0,No,No,No,8.893784278203992
271,Commodity,Perfume,0.33 oz/ 10 mL,4.0,63,3500,26.0,No,Yes,No,5.506549404048792
272,Comptoir Sud Pacifique,Perfume,1 oz/ 30 mL,4.5,178,6700,42.0,No,No,No,6.868662914071963
273,Comptoir Sud Pacifique,Perfume,1 oz/ 30 mL,4.5,175,6800,42.0,No,No,No,6.868662914071963
274,Comptoir Sud Pacifique,Perfume,1 oz/ 30 mL,4.5,92,6000,42.0,No,No,No,6.868662914071963
275,Comptoir Sud Pacifique,Perfume,3.3 oz/ 100 mL,4.5,26,1700,85.0,Yes,No,No,9.260148490029655
276,Comptoir Sud Pacifique,Perfume,3.4 oz/ 100 mL,4.0,16,1500,85.0,Yes,No,No,9.260148490029655
277,Comptoir Sud Pacifique,Perfume,1 oz/ 30 mL,4.5,13,1800,42.0,Yes,No,No,6.868662914071963
278,DEREK LAM 10 CROSBY,Perfume,1.7 oz/ 50 mL,4.5,38,1200,85.0,No,No,No,9.260148490029655
279,DEREK LAM 10 CROSBY,Perfume,1.7 oz/ 50 mL,3.5,117,2600,85.0,No,No,No,9.260148490029655
280,DEREK LAM 10 CROSBY,Perfume,1.7 oz/ 50 mL,4.5,17,954,85.0,No,No,No,9.260148490029655
281,DEREK LAM 10 CROSBY,Perfume,1.7 oz/ 50 mL,4.5,28,1300,85.0,No,No,No,9.260148490029655
282,DEREK LAM 10 CROSBY,Perfume,1.7 oz/ 50 mL,3.5,24,949,85.0,No,No,No,9.260148490029655
283,Dior,Cologne,2 oz/ 60 mL,4.5,346,19400,77.0,No,No,No,8.893784278203992
284,Dior,Cologne,2.0 oz/ 60 mL,4.5,79,9000,95.0,No,No,No,9.685517901520962
285,Dior,Perfume,1.7 oz/ 50 mL,4.5,982,47500,105.0,No,No,No,10.080522838937373
286,Dior,Perfume,1.7 oz/ 50 mL,4.0,635,44800,85.0,No,No,No,9.260148490029655
287,Dior,Perfume,1.7 oz/ 50 mL,3.5,197,13300,105.0,No,No,No,10.080522838937373
288,Dior,Perfume,1.7 oz/ 50 mL,4.5,697,24500,85.0,No,No,No,9.260148490029655
289,Dior,Perfume,3.4 oz / 100 mL,4.0,9,1400,150.0,No,No,No,11.58809224176199
290,Dior,Perfume,3.4 oz/ 100 mL,3.5,28,4400,107.0,No,No,No,10.156321937926906
291,Dior,Perfume,3.4oz/100mL,3.5,31,2000,107.0,No,No,No,10.156321937926906
292,Dior,Perfume,3.4 oz/ 101 mL,4.5,155,14600,135.0,No,No,No,11.125957257148759
293,Dior,Fragrance,0.67 oz/ 20 mL,4.0,2,0,48.0,No,No,No,7.28390388000638
294,Dior,Perfume Gift Sets,no size,0.0,0,315,129.0,No,No,No,10.930989641842084
295,Dior,Perfume,1.7 oz/ 50 mL,3.5,143,9100,100.0,No,No,No,9.886487181936577
296,Dior,Perfume Gift Sets,no size,0.0,0,169,149.0,No,No,No,11.558319230887907
297,Dior,Cologne,1.7 oz/ 50 mL,4.0,9,562,75.0,No,No,No,8.798047900293017
298,Dior,Perfume,1.7 oz/ 50 mL,4.5,98,10500,85.0,No,No,No,9.260148490029655
299,Dior,Perfume Gift Sets,no size,0.0,0,1000,105.0,No,Yes,Yes,10.080522838937373
300,Dior,Perfume,1.7 oz/ 50 mL,4.5,143,6900,105.0,No,No,No,10.080522838937373
301,Dior,Perfume,1.7 oz/ 50 mL,4.5,94,8400,85.0,No,No,No,9.260148490029655
302,Dior,Cologne,1.7 oz/ 50 mL,4.5,95,3000,75.0,No,No,No,8.798047900293017
303,Dior,Perfume,1.7 oz/ 50mL,4.0,14,1600,105.0,No,No,No,10.080522838937373
304,Dior,Cologne,2.5 oz/ 75 mL,4.5,27,1700,79.0,No,No,No,8.987791050934973
305,Dior,Perfume,1.7 oz/ 50 mL,4.5,265,10800,105.0,No,No,No,10.080522838937373
306,Dior,Cologne,1.7 oz/ 50 mL,5.0,68,1500,75.0,No,No,No,8.798047900293017
307,Dior,Cologne,2.5 oz/ 75 mL,4.5,12,750,79.0,No,No,No,8.987791050934973
308,Dior,Perfume,no size,4.5,6,720,59.0,Yes,No,No,7.958959568457594
309,Dior,Perfume,3.4 oz/ 101 mL,4.5,62,6000,135.0,No,No,No,11.125957257148759
310,Dior,Fragrance,0.67 oz/ 20 mL,0.0,0,157,48.0,No,No,No,7.28390388000638
311,Dior,Perfume,1.7 oz/ 50 mL,4.0,30,3400,105.0,No,No,No,10.080522838937373
312,Dior,Perfume,2.5oz/75mL,4.5,5,931,140.0,Yes,No,No,11.283835753642643
313,Dior,Perfume,1 oz,4.5,42,5000,62.0,No,No,No,8.127508568100522
314,Dior,Perfume Gift Sets,no size,0.0,0,28,149.0,No,No,No,11.558319230887907
315,DOLCE&GABBANA,Perfume,3.3 oz/ 100 mL,4.5,2000,78000,104.0,No,No,No,10.04224281339579
316,DOLCE&GABBANA,Perfume Gift Sets,2 x 0.15 oz/ 4.5 mL,4.5,30,10800,20.0,No,Yes,No,4.839800743255356
317,DOLCE&GABBANA,Cologne,4.2 oz/ 125 mL,5.0,384,8500,90.0,No,No,No,9.476981766170557
318,DOLCE&GABBANA,Perfume,3.3 oz/ 100 mL,4.5,124,13900,110.0,No,No,No,10.268177897608886
319,DOLCE&GABBANA,Perfume,1.6 oz/ 50 mL,4.5,3,740,80.0,No,No,Yes,9.034169117693915
320,DOLCE&GABBANA,Perfume,3.3 oz/ 100 mL,4.5,850,18400,82.0,No,No,No,9.125718454601753
321,DOLCE&GABBANA,Perfume,2.5 oz/ 75 mL,4.5,846,20500,122.0,No,No,No,10.69530969343442
322,DOLCE&GABBANA,Perfume,2.5 oz/ 75 mL,4.5,106,8600,122.0,No,No,No,10.69530969343442
323,DOLCE&GABBANA,Cologne,6.7 oz/ 200 mL,5.0,28,2900,125.0,No,No,No,10.797447773219952
324,DOLCE&GABBANA,Perfume,2.5 oz/ 75 mL,4.5,373,16000,122.0,No,No,No,10.69530969343442
325,DOLCE&GABBANA,Cologne,5.1 oz/ 150 mL,5.0,359,5500,120.0,No,No,No,10.626234399741618
326,DOLCE&GABBANA,Perfume,1.6 oz/ 50 mL,4.5,86,8000,94.0,No,No,No,9.64443787350625
327,DOLCE&GABBANA,Perfume,2.5 oz/ 75 mL,4.0,6,817,122.0,No,No,No,10.69530969343442
328,DOLCE&GABBANA,Cologne,5.0 oz,4.5,15,1700,134.0,No,No,No,11.0938909320841
329,DOLCE&GABBANA,Perfume,1.6 oz/ 50 mL,4.5,186,7400,94.0,No,No,No,9.64443787350625
330,DOLCE&GABBANA,Cologne,2.5 oz/ 75 mL,0.0,0,112,68.0,No,No,Yes,8.448150593342275
331,DOLCE&GABBANA,Perfume,1.6oz/50mL,3.5,24,1800,94.0,Yes,No,Yes,9.64443787350625
332,DOLCE&GABBANA,Cologne,2.5oz/75mL,5.0,4,539,68.0,No,No,Yes,8.448150593342275
333,DOLCE&GABBANA,Perfume,3.3 oz/ 100 mL,4.5,83,4000,123.0,No,No,No,10.72954964240846
334,DOLCE&GABBANA,Cologne,4.2 oz/ 125 mL,4.5,116,1800,90.0,No,No,No,9.476981766170557
335,DOLCE&GABBANA,Cologne,4.2 oz/ 124 mL,4.5,9,871,88.0,No,No,No,9.391288728612432
336,DOLCE&GABBANA,Cologne,3.3 oz/ 100 mL,5.0,8,834,88.0,No,No,No,9.391288728612432
337,DOLCE&GABBANA,Perfume,1.6 oz/ 50 mL,4.0,105,11000,96.0,No,No,No,9.726295563932634
338,DOLCE&GABBANA,Perfume,1.6 oz/ 50 mL,5.0,3,337,80.0,No,No,No,9.034169117693915
339,DOLCE&GABBANA,Perfume Gift Sets,3 x 0.25oz/,4.5,4,1500,45.0,Yes,No,Yes,7.081144362518933
340,Donna Karan,Perfume,1.7 oz/ 50 mL,4.5,237,6700,100.0,No,No,No,9.886487181936577
341,Donna Karan,Perfume Gift Sets,no size,0.0,0,1000,32.0,Yes,No,Yes,6.072475035482995
342,Donna Karan,Perfume Gift Sets,no size,5.0,1,72,124.0,Yes,No,Yes,10.76359478028962
343,Donna Karan,Perfume,3.4 oz/ 100 mL,4.5,395,4000,102.0,No,No,No,9.964900870787623
344,Eight & Bob,Perfume,3.4 oz/ 100 mL,2.0,1,177,175.0,Yes,No,No,12.29093891756338
345,Eight & Bob,Perfume,3.4 oz/ 100 mL,5.0,2,816,175.0,Yes,No,No,12.29093891756338
346,Elizabeth and James,Perfume,1.0 oz/ 30 mL,4.0,84,6100,68.0,No,Yes,No,8.448150593342275
347,Elizabeth and James,Perfume,1.7 oz/ 50 mL,4.5,127,5400,85.0,No,Yes,No,9.260148490029655
348,Elizabeth and James,Perfume,0.14 oz/ 4 g,4.0,24,3200,48.0,No,No,Yes,7.28390388000638
349,Elizabeth and James,Perfume,0.14 oz/ 4 g,4.0,10,3000,48.0,No,No,Yes,7.28390388000638
350,Elizabeth and James,Perfume,0.47 oz/ 14 mL,3.5,63,5200,35.0,No,No,No,6.327749712805777
351,ELLIS BROOKLYN,Perfume,1.7 oz/ 50 mL,4.5,104,7700,100.0,No,No,No,9.886487181936577
352,ELLIS BROOKLYN,Perfume Gift Sets,8 x 0.54 oz/ 2 mL,4.0,7,1800,27.0,No,No,No,5.606823093454363
353,ELLIS BROOKLYN,Perfume,1.7 oz/ 50 mL,4.5,35,1800,100.0,Yes,No,No,9.886487181936577
354,ELLIS BROOKLYN,Perfume Gift Sets,7 x 0.07 oz/ 2.0 mL,4.0,35,4500,22.0,No,No,Yes,5.076002742512173
355,ELLIS BROOKLYN,Perfume,1.7 oz/ 50 mL,4.5,26,4100,100.0,No,No,No,9.886487181936577
356,ELLIS BROOKLYN,Perfume,1.7 oz/ 50 mL,4.0,45,1900,100.0,Yes,No,No,9.886487181936577
357,ELLIS BROOKLYN,Perfume Gift Sets,6 x 0.07 oz/ 2 mL,4.5,14,3700,25.0,Yes,No,Yes,5.403531282328869
358,ELLIS BROOKLYN,Perfume,1.7 oz/ 50 mL,4.0,11,990,100.0,No,No,No,9.886487181936577
359,ELLIS BROOKLYN,Perfume Gift Sets,6 x 0.07 oz/ 6 x 2 mL,5.0,1,859,26.0,No,Yes,Yes,5.506549404048792
360,ELLIS BROOKLYN,Perfume Gift Sets,no size,5.0,2,536,108.0,Yes,No,Yes,10.193849070152941
361,ELLIS BROOKLYN,Perfume Gift Sets,2 x 0.33oz/10mL,0.0,0,538,50.0,Yes,Yes,Yes,7.414182971912106
362,ELLIS BROOKLYN,Perfume,0.9oz/ 27mL,4.5,7,919,70.0,Yes,No,No,8.550605122246802
363,ELLIS BROOKLYN,Perfume,1.7 oz/ 50 mL,4.5,7,1100,100.0,No,No,No,9.886487181936577
364,ELLIS BROOKLYN,Perfume,1.7 oz/ 50 mL,4.5,10,819,100.0,Yes,No,No,9.886487181936577
365,Estée Lauder,Perfume,3.4 oz/ 100 mL,5.0,24,3400,98.0,No,No,No,9.806965006640148
366,Estée Lauder,Perfume,2.5 oz/ 75 mL,5.0,20,2200,85.0,No,No,No,9.260148490029655
367,Estée Lauder,Perfume,3.4 oz/ 100 mL,4.0,41,3800,115.0,No,No,No,10.449938475397243
368,Estée Lauder,Perfume,2.5 oz/ 75 mL,4.5,36,3400,170.0,No,No,No,12.156292710982735
369,Estée Lauder,Perfume,1.7 oz/ 50 mL,4.5,27,3100,95.0,Yes,No,No,9.685517901520962
370,Estée Lauder,Perfume,3.4 oz,4.5,16,2200,98.0,No,No,No,9.806965006640148
371,Etat Libre d'Orange,Perfume,1.6 oz/ 50 mL,3.0,7,789,90.0,No,No,No,9.476981766170557
372,Floral Street,Perfume,1.7 oz/ 50 mL,4.5,16,970,78.0,No,Yes,No,8.940999128028045
373,Floral Street,Perfume,1.7 oz/ 50 mL,4.5,450,751,78.0,No,Yes,No,8.940999128028045
374,Floral Street,Perfume,1.7 oz/ 50 mL,4.0,429,1000,78.0,No,Yes,No,8.940999128028045
375,Floral Street,Perfume,1.7 oz/ 50 mL,5.0,2,286,78.0,Yes,Yes,No,8.940999128028045
376,Floral Street,Perfume,1.7 oz/ 50 mL,4.0,3,155,78.0,Yes,Yes,No,8.940999128028045
377,Floral Street,Perfume,1.7 oz/ 50 mL,3.0,406,287,78.0,Yes,Yes,No,8.940999128028045
378,Floral Street,Perfume,1.7 oz/ 50 mL,4.5,3,239,78.0,No,Yes,No,8.940999128028045
379,Floral Street,Perfume,1.7 oz/ 50 mL,4.0,380,236,78.0,No,Yes,No,8.940999128028045
380,Floral Street,Perfume,1.7 oz/ 50 mL,4.0,4,207,78.0,Yes,Yes,No,8.940999128028045
381,Fresh,Perfume,1 oz/ 30 mL,4.5,263,10400,50.0,No,No,No,7.414182971912106
382,Fresh,Perfume,1 oz/ 30 mL,4.0,408,12500,50.0,No,No,No,7.414182971912106
383,Fresh,Perfume,1 oz/ 30 mL,4.5,353,16100,50.0,No,No,No,7.414182971912106
384,Fresh,Perfume,1 oz/ 30 mL,4.5,343,13100,50.0,No,No,No,7.414182971912106
385,Fresh,Perfume,1 oz/ 30 mL,4.0,246,6800,50.0,No,No,No,7.414182971912106
386,Fresh,Perfume,1 oz/ 30 mL,4.0,125,6100,50.0,No,No,No,7.414182971912106
387,Fresh,Perfume,3.3 oz/ 98 mL,3.5,40,2600,90.0,No,No,No,9.476981766170557
388,Fresh,Perfume,1 oz/ 30 mL,4.0,154,3900,50.0,No,No,No,7.414182971912106
389,Givenchy,Perfume,1.7 oz/ 50 mL,4.5,55,223,93.0,No,No,No,9.603049985069141
390,Givenchy,Perfume,2.6 oz/ 80 mL,4.0,1,39,93.0,No,No,No,9.603049985069141
391,Givenchy,Perfume,1.7 oz,4.5,341,8900,92.0,No,No,No,9.561348581144525
392,Givenchy,Perfume,3.3 oz/ 100 mL,4.5,381,9000,102.0,No,No,No,9.964900870787623
393,Givenchy,Perfume,1.7 oz/ 50 mL,5.0,106,7600,92.0,No,No,No,9.561348581144525
394,Givenchy,Cologne,3.3 oz/ 100 mL,5.0,19,932,104.0,Yes,No,No,10.04224281339579
395,Givenchy,Cologne,3.3 oz/ 100 mL,4.5,17,1500,94.0,No,No,No,9.64443787350625
396,Givenchy,Perfume,3.3 oz/ 100 mL,4.5,10,848,150.0,No,Yes,No,11.58809224176199
397,Givenchy,Perfume,1.7 oz/ 50 mL,4.5,382,10600,78.0,No,No,No,8.940999128028045
398,Givenchy,Perfume,3.3 oz/ 100 mL,4.5,8,575,150.0,No,Yes,No,11.58809224176199
399,Givenchy,Perfume,1.6 oz,4.5,94,3000,78.0,No,No,No,8.940999128028045
400,Givenchy,Cologne,3.4 oz/ 100 mL,5.0,60,3000,93.0,No,No,No,9.603049985069141
401,Givenchy,Cologne,3.3 oz/ 100 mL,4.5,125,2600,94.0,No,No,No,9.64443787350625
402,Givenchy,Perfume,1.7 oz/ 50 mL,5.0,11,664,75.0,No,No,No,8.798047900293017
403,Givenchy,Perfume,3.3 oz/ 100 mL,3.5,7,924,235.0,No,No,No,13.728458880472994
404,Givenchy,Cologne,3.3 oz/ 100 mL,4.0,4,430,85.0,No,No,No,9.260148490029655
405,Givenchy,Cologne,3.4oz/100mL,3.5,3,254,89.0,No,No,No,9.434304183806125
406,Givenchy,Perfume,3.4 oz/ 100 mL,5.0,4,457,235.0,No,No,No,13.728458880472994
407,Givenchy,Perfume,3.3 oz/ 100 mL,5.0,1,351,235.0,No,No,No,13.728458880472994
408,Givenchy,Perfume,3.3 oz/ 100 mL,5.0,2,571,235.0,No,No,No,13.728458880472994
409,Givenchy,Perfume,3.3 oz/ 100 mL,5.0,1,269,235.0,No,No,No,13.728458880472994
410,Givenchy,Perfume,3.3 oz/ 100 mL,5.0,1,564,235.0,No,No,No,13.728458880472994
411,Givenchy,Perfume,3.3 oz/ 100 mL,5.0,1,447,235.0,No,No,No,13.728458880472994
412,Givenchy,Perfume,3.3 oz/ 100 mL,5.0,1,605,235.0,No,No,No,13.728458880472994
413,Givenchy,Perfume,3.3 oz/ 100 mL,5.0,3,637,235.0,No,No,No,13.728458880472994
414,Givenchy,Perfume,3.3 oz/ 100 mL,4.5,5,894,235.0,No,No,No,13.728458880472994
415,Givenchy,Perfume,3.3 oz/ 100 mL,4.0,2,266,235.0,No,No,No,13.728458880472994
416,Gucci,Perfume,1.6 oz/ 50 mL,4.0,361,35400,100.0,No,No,No,9.886487181936577
417,Gucci,Perfume,1.7 oz/ 50 mL,4.5,316,21700,80.0,No,Yes,No,9.034169117693915
418,Gucci,Perfume Gift Sets,no size,0.0,0,1200,85.0,No,Yes,Yes,9.260148490029655
419,Gucci,Perfume,1.7 oz/ 50 mL,4.0,152,11200,80.0,No,Yes,Yes,9.034169117693915
420,Gucci,Perfume,1.6 oz/ 50 mL,4.5,832,36800,80.0,No,No,No,9.034169117693915
421,Gucci,Cologne,5 oz,4.5,207,7600,124.0,No,No,No,10.76359478028962
422,Gucci,Perfume,1.6oz/50mL,4.5,155,10700,97.0,No,Yes,No,9.766776201471876
423,Gucci,Perfume Gift Sets,no size,5.0,4,2000,39.0,Yes,Yes,Yes,6.645245579270956
424,Gucci,Perfume Gift Sets,no size,4.5,6,2400,105.0,No,No,Yes,10.080522838937373
425,Gucci,Cologne,3 oz/ 90 mL,4.5,48,1500,109.0,No,No,No,10.231133129048159
426,Gucci,Perfume,3.3 oz/ 100 mL,3.5,234,5100,120.0,No,No,No,10.626234399741618
427,Gucci,Perfume,1.7 oz/ 50 mL,4.5,359,8200,82.0,No,No,No,9.125718454601753
428,Gucci,Perfume,1.6 oz/ 50 mL,4.0,82,8900,83.0,No,No,No,9.170906395896623
429,Gucci,Cologne,3 oz/ 90 mL,4.5,71,2900,95.0,No,No,No,9.685517901520962
430,Gucci,Perfume,1 oz,4.5,188,14700,74.0,No,No,No,8.749506568302204
431,Gucci,Perfume,1.6 oz/ 50 mL,4.0,110,6000,107.0,No,No,No,10.156321937926906
432,Gucci,Perfume,1.6 oz/ 50 mL,4.0,141,2800,107.0,No,No,No,10.156321937926906
433,Gucci,Perfume,1.6 oz/ 50 mL,4.0,223,2500,96.0,No,No,Yes,9.726295563932634
434,Gucci,Perfume,3.4 oz/ 101 mL,4.5,318,9000,102.0,No,No,No,9.964900870787623
435,Gucci,Perfume,1.6 oz/ 50 mL,4.0,61,1500,96.0,No,No,No,9.726295563932634
436,Gucci,Perfume,1 oz,4.5,165,6500,75.0,No,No,No,8.798047900293017
437,Gucci,Cologne,3 oz/ 90 mL,4.5,128,483,95.0,No,No,Yes,9.685517901520962
438,Gucci,Perfume,3.4oz/100mL,4.0,81,962,112.0,No,No,No,10.341564235665903
439,Gucci,Perfume,1.6 oz/ 50 mL,4.5,513,8300,80.0,No,Yes,No,9.034169117693915
440,Gucci,Cologne,3.0 oz/ 90 mL,3.5,28,610,103.0,No,No,No,10.003703589789698
441,Gucci,Cologne,1.7 oz/ 50 mL,4.5,144,2200,73.0,No,No,No,8.700502667256274
442,Gucci,Cologne,1.7 oz,4.5,3,696,76.0,No,No,No,8.846137110936349
443,Gucci,Perfume Gift Sets,no size,4.5,15,3500,72.0,No,Yes,Yes,8.651025360870298
444,Gucci,Perfume Gift Sets,no size,5.0,2,881,92.0,Yes,No,Yes,9.561348581144525
445,Gucci,Cologne,1.7 oz/ 50 mL,4.5,48,1800,76.0,No,No,No,8.846137110936349
446,Gucci,Cologne,1.6oz/50mL,4.0,131,318,76.0,No,No,No,8.846137110936349
447,Gucci,Perfume,1.6 oz,4.0,21,1400,80.0,No,No,No,9.034169117693915
448,Gucci,Perfume,1.7 oz/ 50 mL,4.5,154,7500,96.0,No,No,No,9.726295563932634
449,Gucci,Perfume Gift Sets,no size,0.0,0,304,112.0,No,No,Yes,10.341564235665903
450,Gucci,Cologne,3.3 oz/ 98 mL,5.0,114,2000,92.0,No,No,No,9.561348581144525
451,Gucci,Perfume,1.6oz/50mL,4.5,103,8700,80.0,No,Yes,Yes,9.034169117693915
452,Gucci,Perfume,1.6 oz/ 47 mL,4.0,25,2600,85.0,No,No,No,9.260148490029655
453,Gucci,Perfume Gift Sets,no size,4.0,5,819,146.0,Yes,No,Yes,11.468150288835002
454,Guerlain,Perfume,1.0 oz/ 30 mL,4.5,324,21000,72.0,Yes,No,No,8.651025360870298
455,Guerlain,Perfume,1.6 oz/ 50 mL,4.0,215,6000,100.0,Yes,No,No,9.886487181936577
456,Guerlain,Perfume,0.25 oz,4.5,36,2600,144.0,Yes,No,No,11.407312823294621
457,Guerlain,Perfume,4.2 oz/ 125 mL,4.0,8,1000,130.0,Yes,No,No,10.963919948435288
458,Guerlain,Perfume,3.4 oz/ 100 mL,5.0,4,831,145.0,Yes,No,No,11.437805170767305
459,Guerlain,Perfume,1.6oz/50 mL,4.5,53,3900,110.0,Yes,No,No,10.268177897608886
460,Guerlain,Perfume,4.2 oz/ 125 mL,4.5,13,1700,130.0,Yes,No,No,10.963919948435288
461,Guerlain,Perfume,4.2 oz/ 125 mL,4.0,11,896,130.0,Yes,No,No,10.963919948435288
462,Guerlain,Perfume,1.7 oz/ 50 mL,4.0,39,2300,82.0,Yes,No,No,9.125718454601753
463,Guerlain,Perfume,1.7 oz,4.5,104,2300,88.0,Yes,No,No,9.391288728612432
464,Guerlain,Perfume,3.4 oz/100 mL,3.0,1,577,116.0,Yes,No,No,10.485621966386592
465,HERMÈS,Perfume Gift Sets,no size,4.5,13,15800,50.0,No,Yes,Yes,7.414182971912106
466,HERMÈS,Perfume Gift Sets,no size,5.0,4,3900,50.0,No,Yes,No,7.414182971912106
467,HERMÈS,Cologne,3.3 oz/ 98 mL,4.5,147,6800,124.0,No,No,No,10.76359478028962
468,HERMÈS,Perfume,2.8 oz/ 83 mL,4.0,184,11400,134.0,No,No,No,11.0938909320841
469,HERMÈS,Cologne,2.5 oz/ 74 mL,5.0,16,2000,138.0,No,No,No,11.221166881341228
470,HERMÈS,Perfume,3.3 oz,4.5,28,3100,190.0,No,No,No,12.679328397518558
471,HERMÈS,Perfume,3.3 oz/ 98 mL,4.5,88,7900,151.0,No,No,No,11.617726277247206
472,HERMÈS,Perfume,3.3 oz/ 98 mL,4.5,117,10200,139.0,No,No,No,11.252580421568526
473,HERMÈS,Perfume,3.3 oz/ 98 mL,4.5,85,6300,139.0,No,No,No,11.252580421568526
474,HERMÈS,Cologne,1.6 oz/ 50 mL,4.0,8,705,96.0,No,No,No,9.726295563932634
475,HERMÈS,Perfume,1.2 oz/ 35 mL,4.5,3,284,111.0,No,No,No,10.304987066206305
476,HERMÈS,Perfume,1.6 oz/ 50 mL,4.5,8,941,96.0,No,No,No,9.726295563932634
477,HERMÈS,Perfume,1.7 oz/ 50 mL,4.5,29,4600,112.0,No,No,No,10.341564235665903
478,HERMÈS,Perfume,4.2 oz/ 124 mL,5.0,36,3200,114.0,Yes,No,No,10.414036550325743
479,HERMÈS,Perfume,2.8 oz/ 85 mL,4.0,14,1700,134.0,No,No,No,11.0938909320841
480,HERMÈS,Perfume,1.6 oz/ 47 mL,4.5,50,3400,102.0,No,No,No,9.964900870787623
481,HERMÈS,Perfume,3.3 oz/ 98 mL,4.0,15,2300,131.0,No,No,No,10.996672956926803
482,HERMÈS,Perfume,1.6oz/50mL,4.0,20,1300,102.0,No,No,No,9.964900870787623
483,HERMÈS,Perfume,3.3 oz/ 98 mL,4.5,28,2000,131.0,Yes,No,No,10.996672956926803
484,HERMÈS,Cologne,2.5 oz/ 74 mL,4.5,6,599,93.0,No,No,No,9.603049985069141
485,HERMÈS,Perfume,3.3 oz/ 98 mL,4.5,85,5200,139.0,No,No,No,11.252580421568526
486,HERMÈS,Perfume,3.3 oz/ 98 mL,5.0,3,539,168.0,Yes,No,No,12.101655723772689
487,HERMÈS,Perfume,3.3 oz/ 98 mL,4.5,14,1700,131.0,No,No,No,10.996672956926803
488,HERMÈS,Perfume,3.3 oz/ 98 mL,4.5,3,903,131.0,No,No,No,10.996672956926803
489,HERMÈS,Perfume Gift Sets,no size,5.0,3,717,133.0,No,No,No,11.061656221296138
490,HERMÈS,Perfume,1.6 oz,4.5,23,1900,127.0,No,No,No,10.864587703143254
491,HERMÈS,Perfume,3.3 oz/ 98 mL,4.0,18,1600,168.0,Yes,No,No,12.101655723772689
492,HERMÈS,Perfume,3.3 oz/ 98 mL,4.0,7,484,131.0,No,No,No,10.996672956926803
493,HERMÈS,Perfume Gift Sets,no size,0.0,0,195,92.0,No,No,No,9.561348581144525
494,HUDA BEAUTY,Perfume,3.4 oz/100 mL,4.0,283,11500,118.0,Yes,No,No,10.556346352542793
495,HUDA BEAUTY,Perfume,1.7oz/50mL,4.5,20,1400,85.0,Yes,Yes,No,9.260148490029655
496,HUDA BEAUTY,Perfume,3.4 oz/100 mL,3.5,172,3900,118.0,Yes,No,No,10.556346352542793
497,HUDA BEAUTY,Perfume,3.4 oz/100 mL,4.0,135,2800,118.0,Yes,No,No,10.556346352542793
498,HUDA BEAUTY,Perfume,3.4 oz/100 mL,4.0,124,2500,118.0,Yes,No,No,10.556346352542793
499,JIMMY CHOO,Cologne,3.3 oz/ 100 mL,4.5,69,3100,92.0,No,No,No,9.561348581144525
500,JIMMY CHOO,Cologne,1.7 oz/ 50 mL,5.0,6,630,75.0,No,No,No,8.798047900293017
501,JIMMY CHOO,Perfume,3.3 oz/ 100 mL,0.0,0,145,98.0,No,No,No,9.806965006640148
