,MAE,MSE,RMSE,R2,set,modelo
0,0.8744960238111521,1.461843533478095,1.2090672162779434,0.658808283342783,test,Linear Regresion
1,0.8789773893688154,1.451424722291401,1.204750896364639,0.6373039408036496,train,Linear Regresion
